ticket_id,opened_at,resolved_at,category,subcategory,service,ci,priority,assignment_group,short_description,mttr_minutes
INC202600492,2025-11-22 09:00:00,2025-11-22 10:54:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,114
INC202600493,2026-01-12 09:00:00,2026-01-12 12:27:00,Business Apps,ERP,ERP,CI-ERP-01,P3,Business Apps Ops,ERP related issue reported by user,207
INC202600494,2026-01-12 15:00:00,2026-01-12 18:25:00,Collaboration,Email,Email Service,CI-MAIL-01,P4,Collaboration Ops,Email related issue reported by user,205
INC202600495,2025-12-06 16:00:00,2025-12-06 17:50:00,Business Apps,CRM,CRM,CI-CRM-01,P1,Business Apps Ops,CRM related issue reported by user,110
INC202600496,2025-11-03 11:00:00,2025-11-03 14:32:00,Business Apps,ERP,ERP,CI-ERP-01,P3,Business Apps Ops,ERP related issue reported by user,212
INC202600497,2025-12-21 09:00:00,2025-12-21 11:55:00,Collaboration,Email,Email Service,CI-MAIL-01,P3,Collaboration Ops,Email related issue reported by user,175
INC202600498,2025-12-20 18:00:00,2025-12-20 21:39:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P3,Business Apps Ops,HRIS related issue reported by user,219
INC202600499,2025-11-18 09:00:00,2025-11-18 09:43:00,Business Apps,CRM,CRM,CI-CRM-01,P4,Business Apps Ops,CRM related issue reported by user,43
INC202600500,2025-11-13 14:00:00,2025-11-13 17:46:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,226
INC202600501,2026-01-18 17:00:00,2026-01-18 18:39:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P1,Identity & Access Ops,MFA related issue reported by user,99
INC202600502,2025-12-28 15:00:00,2025-12-28 17:06:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P3,End User Computing Ops,Printers related issue reported by user,126
INC202600503,2025-12-26 10:00:00,2025-12-26 10:51:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,51
INC202600504,2026-01-19 12:00:00,2026-01-19 13:38:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P2,End User Computing Ops,VDI related issue reported by user,98
INC202600505,2025-11-20 14:00:00,2025-11-20 16:09:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P2,Security Ops,Account Lockout related issue reported by user,129
INC202600506,2025-12-11 13:00:00,2025-12-11 14:48:00,Network,VPN,VPN Service,CI-VPN-GW-01,P1,Network Ops,VPN related issue reported by user,108
INC202600507,2025-12-27 13:00:00,2025-12-27 14:17:00,Collaboration,Email,Email Service,CI-MAIL-01,P2,Collaboration Ops,Email related issue reported by user,77
INC202600508,2025-12-26 15:00:00,2025-12-26 15:56:00,Business Apps,CRM,CRM,CI-CRM-01,P3,Business Apps Ops,CRM related issue reported by user,56
INC202600509,2025-11-04 09:00:00,2025-11-04 12:03:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P2,Collaboration Ops,Calendar related issue reported by user,183
INC202600510,2025-12-12 14:00:00,2025-12-12 17:49:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P3,Network Ops,WiFi related issue reported by user,229
INC202600511,2025-11-11 16:00:00,2025-11-11 19:25:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P3,End User Computing Ops,VDI related issue reported by user,205
INC202600512,2025-12-19 10:00:00,2025-12-19 12:36:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P3,End User Computing Ops,Printers related issue reported by user,156
INC202600513,2025-11-19 09:00:00,2025-11-19 10:46:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P3,End User Computing Ops,Printers related issue reported by user,106
INC202600514,2026-01-01 09:00:00,2026-01-01 12:34:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P4,Collaboration Ops,Teams/Zoom related issue reported by user,214
INC202600515,2026-01-20 15:00:00,2026-01-20 15:57:00,Business Apps,CRM,CRM,CI-CRM-01,P2,Business Apps Ops,CRM related issue reported by user,57
INC202600516,2025-11-18 12:00:00,2025-11-18 15:08:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P3,Network Ops,WiFi related issue reported by user,188
INC202600517,2025-12-19 13:00:00,2025-12-19 17:00:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,240
INC202600518,2026-01-23 17:00:00,2026-01-23 20:27:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P3,End User Computing Ops,Printers related issue reported by user,207
INC202600519,2025-11-26 15:00:00,2025-11-26 16:51:00,Collaboration,Email,Email Service,CI-MAIL-01,P4,Collaboration Ops,Email related issue reported by user,111
INC202600520,2025-12-08 18:00:00,2025-12-08 19:53:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,113
INC202600521,2025-12-19 12:00:00,2025-12-19 14:54:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P2,Identity & Access Ops,MFA related issue reported by user,174
INC202600522,2025-11-26 17:00:00,2025-11-26 19:50:00,Business Apps,ERP,ERP,CI-ERP-01,P3,Business Apps Ops,ERP related issue reported by user,170
INC202600523,2025-11-04 15:00:00,2025-11-04 16:44:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P3,Security Ops,Phishing related issue reported by user,104
INC202600524,2026-01-28 09:00:00,2026-01-28 12:12:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,192
INC202600525,2025-12-09 11:00:00,2025-12-09 13:18:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P2,Collaboration Ops,Calendar related issue reported by user,138
INC202600526,2025-12-19 09:00:00,2025-12-19 11:12:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,132
INC202600527,2026-01-08 16:00:00,2026-01-08 19:52:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,232
INC202600528,2025-12-17 16:00:00,2025-12-17 16:57:00,Business Apps,CRM,CRM,CI-CRM-01,P4,Business Apps Ops,CRM related issue reported by user,57
INC202600529,2025-12-02 18:00:00,2025-12-02 21:06:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P2,Security Ops,EDR Alerts related issue reported by user,186
INC202600530,2025-11-06 17:00:00,2025-11-06 20:42:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,222
INC202600531,2025-12-13 14:00:00,2025-12-13 15:26:00,Network,VPN,VPN Service,CI-VPN-GW-01,P2,Network Ops,VPN related issue reported by user,86
INC202600532,2026-01-05 16:00:00,2026-01-05 17:26:00,Business Apps,CRM,CRM,CI-CRM-01,P3,Business Apps Ops,CRM related issue reported by user,86
INC202600533,2025-12-28 13:00:00,2025-12-28 16:00:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,180
INC202600534,2026-01-28 16:00:00,2026-01-28 18:33:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P4,End User Computing Ops,Printers related issue reported by user,153
INC202600535,2025-11-14 12:00:00,2025-11-14 15:36:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P2,Identity & Access Ops,SSO related issue reported by user,216
INC202600536,2025-11-19 13:00:00,2025-11-19 14:22:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P3,Collaboration Ops,Teams/Zoom related issue reported by user,82
INC202600537,2026-01-06 15:00:00,2026-01-06 18:34:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P2,Collaboration Ops,Teams/Zoom related issue reported by user,214
INC202600538,2026-01-29 15:00:00,2026-01-29 18:57:00,Collaboration,Email,Email Service,CI-MAIL-01,P3,Collaboration Ops,Email related issue reported by user,237
INC202600539,2025-11-15 08:00:00,2025-11-15 11:54:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P2,Collaboration Ops,Calendar related issue reported by user,234
INC202600540,2025-11-22 11:00:00,2025-11-22 12:54:00,Business Apps,ERP,ERP,CI-ERP-01,P3,Business Apps Ops,ERP related issue reported by user,114
INC202600541,2026-01-11 14:00:00,2026-01-11 17:11:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,191
INC202600542,2025-11-24 10:00:00,2025-11-24 10:37:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,37
INC202600543,2026-01-18 11:00:00,2026-01-18 11:31:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,31
INC202600544,2025-11-28 11:00:00,2025-11-28 11:46:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P4,Collaboration Ops,Calendar related issue reported by user,46
INC202600545,2026-01-13 09:00:00,2026-01-13 10:20:00,Business Apps,ERP,ERP,CI-ERP-01,P3,Business Apps Ops,ERP related issue reported by user,80
INC202600546,2025-12-29 09:00:00,2025-12-29 11:45:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P4,Collaboration Ops,Calendar related issue reported by user,165
INC202600547,2026-01-21 13:00:00,2026-01-21 16:00:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P3,Business Apps Ops,HRIS related issue reported by user,180
INC202600548,2025-11-15 13:00:00,2025-11-15 16:58:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P3,Collaboration Ops,Teams/Zoom related issue reported by user,238
INC202600549,2026-01-26 12:00:00,2026-01-26 13:04:00,Business Apps,CRM,CRM,CI-CRM-01,P2,Business Apps Ops,CRM related issue reported by user,64
INC202600550,2025-12-11 09:00:00,2025-12-11 11:05:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P2,End User Computing Ops,Printers related issue reported by user,125
INC202600551,2026-01-28 10:00:00,2026-01-28 11:05:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P3,Business Apps Ops,HRIS related issue reported by user,65
INC202600552,2026-01-13 14:00:00,2026-01-13 16:47:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,167
INC202600553,2026-01-28 18:00:00,2026-01-28 19:43:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P2,End User Computing Ops,VDI related issue reported by user,103
INC202600554,2025-11-18 10:00:00,2025-11-18 12:01:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P3,Collaboration Ops,Teams/Zoom related issue reported by user,121
INC202600555,2025-11-02 15:00:00,2025-11-02 17:53:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P4,End User Computing Ops,Endpoint Management related issue reported by user,173
INC202600556,2026-01-04 18:00:00,2026-01-04 20:16:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,136
INC202600557,2025-12-27 15:00:00,2025-12-27 18:53:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,233
INC202600558,2025-11-29 12:00:00,2025-11-29 13:43:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P3,Network Ops,WiFi related issue reported by user,103
INC202600559,2025-11-22 15:00:00,2025-11-22 17:36:00,Business Apps,CRM,CRM,CI-CRM-01,P3,Business Apps Ops,CRM related issue reported by user,156
INC202600560,2026-01-10 16:00:00,2026-01-10 19:48:00,Network,DNS,DNS Service,CI-DNS-CORE-01,P2,Network Ops,DNS related issue reported by user,228
INC202600561,2026-01-09 13:00:00,2026-01-09 15:22:00,Business Apps,ERP,ERP,CI-ERP-01,P3,Business Apps Ops,ERP related issue reported by user,142
INC202600562,2026-01-09 11:00:00,2026-01-09 14:17:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,197
INC202600563,2025-12-02 12:00:00,2025-12-02 15:59:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P3,Network Ops,WiFi related issue reported by user,239
INC202600564,2025-11-12 15:00:00,2025-11-12 18:38:00,Network,VPN,VPN Service,CI-VPN-GW-01,P3,Network Ops,VPN related issue reported by user,218
INC202600565,2026-01-15 13:00:00,2026-01-15 14:12:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,72
INC202600566,2026-01-18 10:00:00,2026-01-18 12:55:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P4,End User Computing Ops,Endpoint Management related issue reported by user,175
INC202600567,2025-12-15 16:00:00,2025-12-15 17:52:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P3,Collaboration Ops,Calendar related issue reported by user,112
INC202600568,2025-12-08 12:00:00,2025-12-08 14:41:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P4,Business Apps Ops,HRIS related issue reported by user,161
INC202600569,2026-01-26 09:00:00,2026-01-26 10:40:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P4,End User Computing Ops,Printers related issue reported by user,100
INC202600570,2026-01-23 10:00:00,2026-01-23 13:32:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P3,Security Ops,Phishing related issue reported by user,212
INC202600571,2025-12-12 11:00:00,2025-12-12 13:57:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,177
INC202600572,2026-01-20 12:00:00,2026-01-20 12:49:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,49
INC202600573,2026-01-21 09:00:00,2026-01-21 12:27:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,207
INC202600574,2025-12-18 15:00:00,2025-12-18 18:48:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,228
INC202600575,2025-11-12 15:00:00,2025-11-12 15:46:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,46
INC202600576,2026-01-08 14:00:00,2026-01-08 16:36:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P4,End User Computing Ops,Printers related issue reported by user,156
INC202600577,2025-12-05 13:00:00,2025-12-05 14:03:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P3,Collaboration Ops,Teams/Zoom related issue reported by user,63
INC202600578,2026-01-12 15:00:00,2026-01-12 15:41:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P3,Collaboration Ops,Calendar related issue reported by user,41
INC202600579,2025-11-13 18:00:00,2025-11-13 19:10:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P2,Identity & Access Ops,SSO related issue reported by user,70
INC202600580,2025-12-27 15:00:00,2025-12-27 18:26:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P3,Network Ops,WiFi related issue reported by user,206
INC202600581,2025-11-17 18:00:00,2025-11-17 19:40:00,Collaboration,Email,Email Service,CI-MAIL-01,P4,Collaboration Ops,Email related issue reported by user,100
INC202600582,2025-11-12 18:00:00,2025-11-12 21:20:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P2,Collaboration Ops,Teams/Zoom related issue reported by user,200
INC202600583,2026-01-23 10:00:00,2026-01-23 13:35:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P3,Network Ops,WiFi related issue reported by user,215
INC202600584,2026-01-29 11:00:00,2026-01-29 11:54:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P2,Identity & Access Ops,Password Reset related issue reported by user,54
INC202600585,2025-11-01 11:00:00,2025-11-01 12:27:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P2,Identity & Access Ops,SSO related issue reported by user,87
INC202600586,2026-01-06 18:00:00,2026-01-06 19:57:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P1,Identity & Access Ops,SSO related issue reported by user,117
INC202600587,2025-11-16 14:00:00,2025-11-16 15:28:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P3,Security Ops,Phishing related issue reported by user,88
INC202600588,2025-12-20 09:00:00,2025-12-20 11:04:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P2,Security Ops,Phishing related issue reported by user,124
INC202600589,2025-12-09 10:00:00,2025-12-09 13:23:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,203
INC202600590,2025-11-19 09:00:00,2025-11-19 12:16:00,Business Apps,CRM,CRM,CI-CRM-01,P1,Business Apps Ops,CRM related issue reported by user,196
INC202600591,2025-11-22 15:00:00,2025-11-22 18:41:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P3,Collaboration Ops,Calendar related issue reported by user,221
INC202600592,2025-11-20 14:00:00,2025-11-20 15:25:00,Business Apps,CRM,CRM,CI-CRM-01,P3,Business Apps Ops,CRM related issue reported by user,85
INC202600593,2025-11-12 09:00:00,2025-11-12 11:08:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,128
INC202600594,2025-12-15 14:00:00,2025-12-15 17:15:00,Collaboration,Email,Email Service,CI-MAIL-01,P3,Collaboration Ops,Email related issue reported by user,195
INC202600595,2025-11-11 11:00:00,2025-11-11 14:05:00,Business Apps,CRM,CRM,CI-CRM-01,P3,Business Apps Ops,CRM related issue reported by user,185
INC202600596,2025-12-07 08:00:00,2025-12-07 11:05:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,185
INC202600597,2026-01-05 11:00:00,2026-01-05 11:43:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,43
INC202600598,2025-12-01 15:00:00,2025-12-01 18:13:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,193
INC202600599,2026-01-16 09:00:00,2026-01-16 10:51:00,Business Apps,ERP,ERP,CI-ERP-01,P4,Business Apps Ops,ERP related issue reported by user,111
INC202600600,2025-11-17 14:00:00,2025-11-17 17:24:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P3,Business Apps Ops,HRIS related issue reported by user,204
INC202600601,2025-11-23 15:00:00,2025-11-23 15:33:00,Network,VPN,VPN Service,CI-VPN-GW-01,P3,Network Ops,VPN related issue reported by user,33
INC202600602,2025-12-04 11:00:00,2025-12-04 13:11:00,Network,VPN,VPN Service,CI-VPN-GW-01,P4,Network Ops,VPN related issue reported by user,131
INC202600603,2026-01-04 12:00:00,2026-01-04 14:16:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,136
INC202600604,2025-12-25 14:00:00,2025-12-25 17:07:00,Network,DNS,DNS Service,CI-DNS-CORE-01,P3,Network Ops,DNS related issue reported by user,187
INC202600605,2025-11-20 12:00:00,2025-11-20 13:22:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P2,Network Ops,WiFi related issue reported by user,82
INC202600606,2025-11-20 16:00:00,2025-11-20 19:45:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P3,Collaboration Ops,Teams/Zoom related issue reported by user,225
INC202600607,2026-01-23 18:00:00,2026-01-23 20:21:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P3,Security Ops,Phishing related issue reported by user,141
INC202600608,2025-12-01 08:00:00,2025-12-01 08:59:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P4,End User Computing Ops,Endpoint Management related issue reported by user,59
INC202600609,2025-12-29 17:00:00,2025-12-29 20:39:00,Business Apps,ERP,ERP,CI-ERP-01,P3,Business Apps Ops,ERP related issue reported by user,219
INC202600610,2026-01-24 10:00:00,2026-01-24 13:29:00,Network,VPN,VPN Service,CI-VPN-GW-01,P3,Network Ops,VPN related issue reported by user,209
INC202600611,2025-11-02 10:00:00,2025-11-02 13:50:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,230
INC202600612,2025-12-04 10:00:00,2025-12-04 11:38:00,Collaboration,Email,Email Service,CI-MAIL-01,P3,Collaboration Ops,Email related issue reported by user,98
INC202600613,2025-11-16 08:00:00,2025-11-16 08:46:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P3,Collaboration Ops,Teams/Zoom related issue reported by user,46
INC202600614,2025-12-04 17:00:00,2025-12-04 19:40:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P3,Security Ops,Phishing related issue reported by user,160
INC202600615,2025-12-17 08:00:00,2025-12-17 09:10:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P2,Identity & Access Ops,Password Reset related issue reported by user,70
INC202600616,2025-12-03 09:00:00,2025-12-03 10:28:00,Business Apps,CRM,CRM,CI-CRM-01,P3,Business Apps Ops,CRM related issue reported by user,88
INC202600617,2026-01-05 08:00:00,2026-01-05 10:30:00,Network,VPN,VPN Service,CI-VPN-GW-01,P3,Network Ops,VPN related issue reported by user,150
INC202600618,2025-12-17 14:00:00,2025-12-17 14:39:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P4,End User Computing Ops,Endpoint Management related issue reported by user,39
INC202600619,2026-01-10 18:00:00,2026-01-10 20:16:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,136
INC202600620,2025-12-11 12:00:00,2025-12-11 14:38:00,Network,DNS,DNS Service,CI-DNS-CORE-01,P3,Network Ops,DNS related issue reported by user,158
INC202600621,2026-01-26 08:00:00,2026-01-26 08:41:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P4,End User Computing Ops,Endpoint Management related issue reported by user,41
INC202600622,2025-12-22 09:00:00,2025-12-22 10:49:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,109
INC202600623,2025-12-12 09:00:00,2025-12-12 10:21:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P1,Business Apps Ops,HRIS related issue reported by user,81
INC202600624,2025-12-08 17:00:00,2025-12-08 19:28:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P3,Collaboration Ops,Calendar related issue reported by user,148
INC202600625,2025-12-18 17:00:00,2025-12-18 19:49:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,169
INC202600626,2025-12-02 10:00:00,2025-12-02 12:48:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P1,Network Ops,WiFi related issue reported by user,168
INC202600627,2025-12-15 18:00:00,2025-12-15 18:30:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P4,Security Ops,Phishing related issue reported by user,30
INC202600628,2026-01-24 14:00:00,2026-01-24 15:22:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,82
INC202600629,2026-01-07 11:00:00,2026-01-07 12:06:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P4,Identity & Access Ops,MFA related issue reported by user,66
INC202600630,2025-12-06 09:00:00,2025-12-06 11:43:00,Network,VPN,VPN Service,CI-VPN-GW-01,P4,Network Ops,VPN related issue reported by user,163
INC202600631,2025-12-23 13:00:00,2025-12-23 13:54:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P2,Identity & Access Ops,Password Reset related issue reported by user,54
INC202600632,2026-01-04 10:00:00,2026-01-04 12:55:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P2,Security Ops,EDR Alerts related issue reported by user,175
INC202600633,2025-11-08 14:00:00,2025-11-08 15:36:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P3,Security Ops,Phishing related issue reported by user,96
INC202600634,2025-12-11 14:00:00,2025-12-11 16:25:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,145
INC202600635,2025-12-05 11:00:00,2025-12-05 14:47:00,Network,VPN,VPN Service,CI-VPN-GW-01,P2,Network Ops,VPN related issue reported by user,227
INC202600636,2026-01-14 09:00:00,2026-01-14 11:29:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P2,End User Computing Ops,Endpoint Management related issue reported by user,149
INC202600637,2025-12-11 14:00:00,2025-12-11 17:47:00,Network,DNS,DNS Service,CI-DNS-CORE-01,P3,Network Ops,DNS related issue reported by user,227
INC202600638,2025-11-27 15:00:00,2025-11-27 16:00:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P3,Collaboration Ops,Teams/Zoom related issue reported by user,60
INC202600639,2025-11-12 10:00:00,2025-11-12 13:28:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P4,Security Ops,EDR Alerts related issue reported by user,208
INC202600640,2026-01-17 08:00:00,2026-01-17 11:32:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P2,End User Computing Ops,Printers related issue reported by user,212
INC202600641,2025-12-02 13:00:00,2025-12-02 14:46:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P1,Identity & Access Ops,Password Reset related issue reported by user,106
INC202600642,2025-12-04 10:00:00,2025-12-04 12:52:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P4,Network Ops,WiFi related issue reported by user,172
INC202600643,2026-01-10 11:00:00,2026-01-10 14:53:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P2,Network Ops,WiFi related issue reported by user,233
INC202600644,2025-11-18 09:00:00,2025-11-18 10:26:00,Network,VPN,VPN Service,CI-VPN-GW-01,P4,Network Ops,VPN related issue reported by user,86
INC202600645,2025-11-17 11:00:00,2025-11-17 14:15:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,195
INC202600646,2025-11-11 17:00:00,2025-11-11 17:49:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P4,Business Apps Ops,HRIS related issue reported by user,49
INC202600647,2025-11-03 09:00:00,2025-11-03 10:02:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P3,End User Computing Ops,VDI related issue reported by user,62
INC202600648,2025-11-12 13:00:00,2025-11-12 13:42:00,Network,VPN,VPN Service,CI-VPN-GW-01,P4,Network Ops,VPN related issue reported by user,42
INC202600649,2025-11-22 17:00:00,2025-11-22 17:37:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,37
INC202600650,2025-12-19 18:00:00,2025-12-19 19:17:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,77
INC202600651,2025-12-06 12:00:00,2025-12-06 15:08:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P1,Identity & Access Ops,SSO related issue reported by user,188
INC202600652,2026-01-18 11:00:00,2026-01-18 13:50:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,170
INC202600653,2026-01-01 08:00:00,2026-01-01 10:17:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P3,Network Ops,WiFi related issue reported by user,137
INC202600654,2025-11-26 18:00:00,2025-11-26 21:55:00,Business Apps,ERP,ERP,CI-ERP-01,P3,Business Apps Ops,ERP related issue reported by user,235
INC202600655,2026-01-09 08:00:00,2026-01-09 10:49:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,169
